"REF_DATE","GEO","DGUID","Trade","United States","Harmonized System (HS) Sections","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-12","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","127034","","","","0"
"2018-01","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","123198","","","","0"
"2018-02","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","114083","","","","0"
"2018-03","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","148597","","","","0"
"2018-04","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","142570","","","","0"
"2018-05","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","156933","","","","0"
"2018-06","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","179972","","","","0"
"2018-07","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","162967","","","","0"
"2018-08","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","153360","","","","0"
"2018-09","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","133350","","","","0"
"2018-10","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","144787","","","","0"
"2018-11","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","141770","","","","0"
"2018-12","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","137881","","","","0"
"2019-01","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","134810","","","","0"
"2019-02","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","116940","","","","0"
"2019-03","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","156933","","","","0"
"2019-04","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","149690","","","","0"
"2019-05","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","160330","","","","0"
"2019-06","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","170686","","","","0"
"2019-07","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","170788","","","","0"
"2019-08","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","159909","","","","0"
"2019-09","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","133487","","","","0"
"2019-10","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","136216","","","","0"
"2019-11","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","137569","","","","0"
"2019-12","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","127547","","","","0"
"2020-01","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","130259","","","","0"
"2020-02","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","129263","","","","0"
"2020-03","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","174102","","","","0"
"2020-04","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","138110","","","","0"
"2020-05","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","160164","","","","0"
"2020-06","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","172051","","","","0"
"2020-07","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","180201","","","","0"
"2020-08","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","153978","","","","0"
"2020-09","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","135824","","","","0"
"2020-10","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","149556","","","","0"
"2020-11","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","146873","","","","0"
"2020-12","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","136755","","","","0"
"2021-01","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","136127","","","","0"
"2021-02","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","121080","","","","0"
"2021-03","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","157149","","","","0"
"2021-04","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","147441","","","","0"
"2021-05","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","158530","","","","0"
"2021-06","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","164475","","","","0"
"2021-07","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","180305","","","","0"
"2021-08","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","156913","","","","0"
"2021-09","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","146691","","","","0"
"2021-10","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","158601","","","","0"
"2021-11","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","145835","","","","0"
"2021-12","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","140556","","","","0"
"2022-01","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","142914","","","","0"
"2022-02","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","162471","","","","0"
"2022-03","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","178940","","","","0"
"2022-04","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","182476","","","","0"
"2022-05","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","181626","","","","0"
"2022-06","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","203460","","","","0"
"2022-07","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","212078","","","","0"
"2022-08","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","201286","","","","0"
"2022-09","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","161025","","","","0"
"2022-10","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","155253","","","","0"
"2022-11","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","155412","","","","0"
"2022-12","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","149190","","","","0"
"2023-01","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","143240","","","","0"
"2023-02","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","129735","","","","0"
"2023-03","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","165012","","","","0"
"2023-04","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","161012","","","","0"
"2023-05","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","180331","","","","0"
"2023-06","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","192035","","","","0"
"2023-07","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","196802","","","","0"
"2023-08","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","187248","","","","0"
"2023-09","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","172895","","","","0"
"2023-10","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","162507","","","","0"
"2023-11","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","172743","","","","0"
"2023-12","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","150632","","","","0"
"2024-01","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","142710","","","","0"
"2024-02","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","147442","","","","0"
"2024-03","British Columbia","2016A000259","Total imports","Total United States","II - Vegetable products","Dollars","81","thousands","3","v113418621","11.4.1.3","171442","","","","0"
"2017-01","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","7164","","","","0"
"2017-02","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","6257","","","","0"
"2017-03","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","5304","","","","0"
"2017-04","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","4912","","","","0"
"2017-05","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","4960","","","","0"
"2017-06","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","4698","","","","0"
"2017-07","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","5299","","","","0"
"2017-08","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","4669","","","","0"
"2017-09","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","5128","","","","0"
"2017-10","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","4761","","","","0"
"2017-11","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","3919","","","","0"
"2017-12","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","5065","","","","0"
"2018-01","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","5780","","","","0"
"2018-02","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","5357","","","","0"
"2018-03","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","4718","","","","0"
"2018-04","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","4321","","","","0"
"2018-05","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","4863","","","","0"
"2018-06","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","4859","","","","0"
"2018-07","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","5664","","","","0"
"2018-08","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","6883","","","","0"
"2018-09","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","6483","","","","0"
"2018-10","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","7025","","","","0"
"2018-11","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","5714","","","","0"
"2018-12","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","7320","","","","0"
"2019-01","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","5852","","","","0"
"2019-02","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","5867","","","","0"
"2019-03","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","6555","","","","0"
"2019-04","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","5704","","","","0"
"2019-05","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","6106","","","","0"
"2019-06","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","4609","","","","0"
"2019-07","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","6424","","","","0"
"2019-08","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","5400","","","","0"
"2019-09","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","5373","","","","0"
"2019-10","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","6750","","","","0"
"2019-11","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","6421","","","","0"
"2019-12","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","6118","","","","0"
"2020-01","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","5729","","","","0"
"2020-02","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","8009","","","","0"
"2020-03","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","12845","","","","0"
"2020-04","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","6354","","","","0"
"2020-05","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","6114","","","","0"
"2020-06","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","8371","","","","0"
"2020-07","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","8538","","","","0"
"2020-08","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","15095","","","","0"
"2020-09","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","9880","","","","0"
"2020-10","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","12887","","","","0"
"2020-11","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","8197","","","","0"
"2020-12","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","8462","","","","0"
"2021-01","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","7003","","","","0"
"2021-02","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","9529","","","","0"
"2021-03","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","13579","","","","0"
"2021-04","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","7148","","","","0"
"2021-05","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","13595","","","","0"
"2021-06","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","13390","","","","0"
"2021-07","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","11498","","","","0"
"2021-08","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","12319","","","","0"
"2021-09","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","10915","","","","0"
"2021-10","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","17673","","","","0"
"2021-11","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","10767","","","","0"
"2021-12","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","16739","","","","0"
"2022-01","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","13232","","","","0"
"2022-02","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","10574","","","","0"
"2022-03","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","11775","","","","0"
"2022-04","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","12674","","","","0"
"2022-05","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","14919","","","","0"
"2022-06","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","13678","","","","0"
"2022-07","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","12079","","","","0"
"2022-08","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","29709","","","","0"
"2022-09","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","32590","","","","0"
"2022-10","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","30257","","","","0"
"2022-11","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","27519","","","","0"
"2022-12","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","11281","","","","0"
"2023-01","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","17158","","","","0"
"2023-02","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","9765","","","","0"
"2023-03","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","7690","","","","0"
"2023-04","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","9478","","","","0"
"2023-05","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","7784","","","","0"
"2023-06","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","8453","","","","0"
"2023-07","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","11297","","","","0"
"2023-08","British Columbia","2016A000259","Total imports","Total United States","III - Animal or vegetable fats and oils and their cleavage products, prepared edible fats, animal or vegetable waxes","Dollars","81","thousands","3","v113418622","11.4.1.4","14251","","","","0"
