"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-02","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","9.7","","","","1"
"2021-03","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","8.8","","","","1"
"2021-04","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","9.5","","","","1"
"2021-05","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","10.5","","","","1"
"2021-06","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","12.5","","","","1"
"2021-07","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","11.0","","","","1"
"2021-08","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","10.7","","","","1"
"2021-09","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","11.3","","","","1"
"2021-10","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","9.4","","","","1"
"2021-11","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","8.9","","","","1"
"2021-12","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","8.4","","","","1"
"2022-01","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","9.4","","","","1"
"2022-02","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","9.3","","","","1"
"2022-03","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","8.8","","","","1"
"2022-04","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","8.0","","","","1"
"2022-05","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","7.8","","","","1"
"2022-06","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","6.0","","","","1"
"2022-07","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","6.3","","","","1"
"2022-08","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","7.2","","","","1"
"2022-09","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","8.5","","","","1"
"2022-10","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","6.1","","","","1"
"2022-11","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","7.1","","","","1"
"2022-12","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","5.7","","","","1"
"2023-01","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","7.5","","","","1"
"2023-02","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","7.0","","","","1"
"2023-03","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","6.7","","","","1"
"2023-04","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","7.2","","","","1"
"2023-05","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","7.2","","","","1"
"2023-06","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","8.4","","","","1"
"2023-07","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","8.1","","","","1"
"2023-08","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","7.9","","","","1"
"2023-09","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","6.6","","","","1"
"2023-10","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","6.3","","","","1"
"2023-11","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","7.7","","","","1"
"2023-12","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","8.1","","","","1"
"2024-01","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","7.4","","","","1"
"2024-02","Prince Edward Island","2016A000211","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063193","3.7.1.1.1.1","7.0","","","","1"
"2017-01","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.1","","","","1"
"2017-02","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.4","","","","1"
"2017-03","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","9.1","","","","1"
"2017-04","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.9","","","","1"
"2017-05","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.2","","","","1"
"2017-06","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.9","","","","1"
"2017-07","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.1","","","","1"
"2017-08","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.4","","","","1"
"2017-09","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.9","","","","1"
"2017-10","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.6","","","","1"
"2017-11","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.9","","","","1"
"2017-12","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.1","","","","1"
"2018-01","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.4","","","","1"
"2018-02","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.5","","","","1"
"2018-03","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.1","","","","1"
"2018-04","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.2","","","","1"
"2018-05","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.3","","","","1"
"2018-06","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.8","","","","1"
"2018-07","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.3","","","","1"
"2018-08","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.3","","","","1"
"2018-09","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.8","","","","1"
"2018-10","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.8","","","","1"
"2018-11","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.3","","","","1"
"2018-12","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.1","","","","1"
"2019-01","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.1","","","","1"
"2019-02","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.8","","","","1"
"2019-03","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.6","","","","1"
"2019-04","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.2","","","","1"
"2019-05","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.9","","","","1"
"2019-06","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.0","","","","1"
"2019-07","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.4","","","","1"
"2019-08","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.0","","","","1"
"2019-09","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.3","","","","1"
"2019-10","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.0","","","","1"
"2019-11","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.1","","","","1"
"2019-12","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.1","","","","1"
"2020-01","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.7","","","","1"
"2020-02","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.1","","","","1"
"2020-03","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","9.9","","","","1"
"2020-04","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","12.6","","","","1"
"2020-05","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","14.3","","","","1"
"2020-06","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","13.7","","","","1"
"2020-07","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","11.0","","","","1"
"2020-08","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","10.1","","","","1"
"2020-09","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.7","","","","1"
"2020-10","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.9","","","","1"
"2020-11","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.7","","","","1"
"2020-12","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.5","","","","1"
"2021-01","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.9","","","","1"
"2021-02","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.6","","","","1"
"2021-03","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","9.1","","","","1"
"2021-04","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.3","","","","1"
"2021-05","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","10.4","","","","1"
"2021-06","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.8","","","","1"
"2021-07","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.5","","","","1"
"2021-08","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.1","","","","1"
"2021-09","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.9","","","","1"
"2021-10","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.0","","","","1"
"2021-11","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","8.7","","","","1"
"2021-12","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.6","","","","1"
"2022-01","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.1","","","","1"
"2022-02","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.5","","","","1"
"2022-03","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.9","","","","1"
"2022-04","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.0","","","","1"
"2022-05","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.9","","","","1"
"2022-06","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.5","","","","1"
"2022-07","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.5","","","","1"
"2022-08","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.6","","","","1"
"2022-09","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.2","","","","1"
"2022-10","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.7","","","","1"
"2022-11","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","5.7","","","","1"
"2022-12","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.3","","","","1"
"2023-01","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","5.4","","","","1"
"2023-02","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","5.8","","","","1"
"2023-03","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","5.5","","","","1"
"2023-04","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.4","","","","1"
"2023-05","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","5.9","","","","1"
"2023-06","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.6","","","","1"
"2023-07","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.7","","","","1"
"2023-08","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.0","","","","1"
"2023-09","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.0","","","","1"
"2023-10","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.5","","","","1"
"2023-11","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.6","","","","1"
"2023-12","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","5.9","","","","1"
"2024-01","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","7.0","","","","1"
"2024-02","Nova Scotia","2016A000212","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063382","4.7.1.1.1.1","6.0","","","","1"
"2017-01","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.6","","","","1"
"2017-02","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.6","","","","1"
"2017-03","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.5","","","","1"
"2017-04","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.9","","","","1"
"2017-05","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.8","","","","1"
"2017-06","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.4","","","","1"
"2017-07","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","6.9","","","","1"
"2017-08","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.0","","","","1"
"2017-09","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.0","","","","1"
"2017-10","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.4","","","","1"
"2017-11","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.6","","","","1"
"2017-12","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.2","","","","1"
"2018-01","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","9.0","","","","1"
"2018-02","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.4","","","","1"
"2018-03","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.3","","","","1"
"2018-04","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.0","","","","1"
"2018-05","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","7.8","","","","1"
"2018-06","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.0","","","","1"
"2018-07","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","7.7","","","","1"
"2018-08","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.4","","","","1"
"2018-09","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","7.9","","","","1"
"2018-10","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","7.3","","","","1"
"2018-11","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.1","","","","1"
"2018-12","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.6","","","","1"
"2019-01","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.4","","","","1"
"2019-02","New Brunswick","2016A000213","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063571","5.7.1.1.1.1","8.8","","","","1"
