Date,Location,Import Oils,Import Animal Products,Import Processed Food,Import Vegetable Products,Price Oils,Price Animal Products,Price Processed Food,Price Vegetable Products
2018-06-01,New Brunswick,538.0,17818.0,9991.0,5789.0,8.979999999999999,5.976981481481482,3.8552777777777774,3.4341025641025644
2018-06-01,Newfoundland and Labrador,0.0,0.0,0.0,0.0,8.97,6.081382352941176,3.9452777777777777,3.697948717948718
2018-06-01,Nova Scotia,0.0,11.0,1981.0,2144.0,8.883333333333333,5.87037962962963,3.865,3.4082051282051284
2018-06-01,Ontario,24065.0,180411.0,888560.0,443176.0,6.533333333333334,6.109425925925926,3.606111111111111,3.10025641025641
2018-06-01,Prince Edward Island,0.0,634.0,87.0,0.0,8.753333333333332,6.020138888888889,3.79,3.4448717948717946
2018-06-01,Quebec,947.0,10649.0,92681.0,31990.0,7.300000000000001,6.365731481481482,3.7180555555555554,3.186153846153846
2018-06-01,Saskatchewan,1444.0,12633.0,40099.0,12814.0,7.963333333333334,6.006620370370371,3.6952777777777777,3.2074358974358974
2018-07-01,Alberta,1790.0,9690.0,82267.0,81021.0,8.123333333333333,6.297000000000001,3.864166666666667,3.227179487179487
2018-07-01,British Columbia,5664.0,44646.0,155597.0,162967.0,8.476666666666667,6.394009259259259,3.9111111111111114,3.3256410256410254
2018-07-01,Canada,37146.0,347871.0,1289939.0,709316.0,7.103333333333334,6.180805555555556,3.7280555555555557,3.166410256410256
2018-07-01,Manitoba,2298.0,5782.0,58435.0,34004.0,8.12,6.0410462962962965,3.6791666666666663,3.215897435897436
2018-07-01,New Brunswick,1447.0,74896.0,10995.0,5411.0,9.07,6.023953703703704,3.9311111111111114,3.54
2018-07-01,Newfoundland and Labrador,0.0,0.0,0.0,0.0,9.11,6.154460784313725,3.961388888888889,3.78974358974359
2018-07-01,Nova Scotia,0.0,236.0,2724.0,129.0,9.196666666666667,5.948231481481481,3.9213888888888886,3.5130769230769228
2018-07-01,Ontario,23726.0,180222.0,839629.0,389017.0,6.826666666666667,6.313685185185185,3.615833333333333,3.097948717948718
2018-07-01,Prince Edward Island,0.0,6.0,106.0,0.0,9.22,6.111092592592593,3.8388888888888886,3.581025641025641
2018-07-01,Quebec,926.0,10712.0,102522.0,23854.0,7.6933333333333325,6.429222222222222,3.7705555555555557,3.187948717948718
2018-07-01,Saskatchewan,1297.0,11912.0,37666.0,12912.0,8.083333333333334,6.0050185185185185,3.701666666666666,3.238205128205128
